Date,Open,High,Low,Close,Adj Close,Volume
2018-12-27,72.559998,72.559998,71.199997,71.650002,71.650002,13201
2018-12-28,72.559998,73.269997,72.559998,73.220001,73.220001,11074
2019-01-02,72.290001,73.610001,72.000000,73.580002,73.580002,24323
2019-01-03,72.790001,73.150002,72.370003,72.540001,72.540001,43064
2019-01-04,73.040001,74.250000,72.760002,74.050003,74.050003,6383
2019-01-07,74.500000,74.500000,73.849998,74.489998,74.489998,15817
2019-01-08,74.730003,75.459999,74.730003,74.760002,74.760002,54468
2019-01-09,75.360001,75.620003,75.089996,75.239998,75.239998,7764
2019-01-10,74.800003,75.500000,74.610001,75.500000,75.500000,6401
2019-01-11,75.720001,75.860001,75.349998,75.639999,75.639999,8699
2019-01-14,75.370003,75.610001,75.230003,75.470001,75.470001,8191
2019-01-15,76.029999,76.349998,75.720001,76.290001,76.290001,5318
2019-01-16,76.709999,76.900002,76.480003,76.779999,76.779999,11850
2019-01-17,76.320000,77.019997,76.160004,77.019997,77.019997,11234
2019-01-18,77.339996,78.459999,77.339996,78.349998,78.349998,24631
2019-01-21,78.129997,78.199997,77.949997,78.099998,78.099998,22012
2019-01-22,77.919998,78.019997,77.650002,77.739998,77.739998,10916
2019-01-23,77.410004,78.190002,77.309998,77.309998,77.309998,20992
2019-01-24,77.629997,78.080002,77.559998,77.779999,77.779999,14235
2019-01-25,78.330002,78.400002,78.040001,78.050003,78.050003,17465
2019-01-28,77.860001,77.870003,77.070000,77.080002,77.080002,7664
2019-01-29,77.139999,77.870003,77.110001,77.349998,77.349998,8487
2019-01-30,77.400002,77.860001,77.360001,77.690002,77.690002,10237
2019-01-31,77.459999,77.570000,77.000000,77.430000,77.430000,27100
2019-02-01,77.889999,77.970001,77.599998,77.790001,77.790001,42642
2019-02-04,77.919998,78.129997,77.769997,78.129997,78.129997,9465
2019-02-05,78.370003,79.010002,78.370003,78.919998,78.919998,17077
2019-02-06,78.849998,79.050003,78.699997,78.889999,78.889999,32536
2019-02-07,78.839996,78.940002,77.839996,77.839996,77.839996,18681
2019-02-08,78.029999,78.269997,77.650002,77.650002,77.650002,8292
2019-02-11,78.360001,78.830002,78.360001,78.680000,78.680000,6771
2019-02-12,79.250000,79.400002,79.199997,79.199997,79.199997,9382
2019-02-13,79.690002,79.989998,79.199997,79.690002,79.690002,17154
2019-02-14,80.180000,80.239998,79.389999,79.599998,79.599998,11253
2019-02-15,79.510002,80.739998,79.500000,80.570000,80.570000,13025
2019-02-18,80.690002,80.690002,80.419998,80.620003,80.620003,7814
2019-02-19,80.720001,80.720001,80.320000,80.430000,80.430000,46813
2019-02-20,80.599998,80.720001,80.379997,80.570000,80.570000,9787
2019-02-21,81.000000,81.639999,80.529999,80.830002,80.830002,21540
2019-02-22,81.099998,81.269997,80.949997,81.269997,81.269997,6972
2019-02-25,81.639999,81.699997,81.300003,81.510002,81.510002,20546
2019-02-26,81.160004,81.459999,80.870003,81.349998,81.349998,10092
2019-02-27,80.940002,80.970001,80.720001,80.970001,80.970001,10754
2019-02-28,80.610001,80.949997,80.610001,80.849998,80.849998,12460
2019-03-01,81.309998,81.459999,80.879997,80.879997,80.879997,12501
2019-03-04,81.750000,81.750000,81.260002,81.260002,81.260002,42064
2019-03-05,81.279999,81.449997,81.099998,81.410004,81.410004,8943
2019-03-06,81.279999,81.320000,80.989998,80.989998,80.989998,9088
2019-03-07,80.699997,81.110001,80.580002,81.080002,81.080002,7684
2019-03-08,80.540001,80.629997,80.000000,80.089996,80.089996,9899
2019-03-11,80.660004,81.250000,80.389999,81.169998,81.169998,5346
2019-03-12,81.440002,81.440002,81.089996,81.190002,81.190002,17950
2019-03-13,81.019997,81.750000,81.019997,81.680000,81.680000,17702
2019-03-14,81.620003,81.820000,81.510002,81.720001,81.720001,19969
2019-03-15,81.730003,82.290001,81.709999,82.269997,82.269997,6938
2019-03-18,82.220001,82.370003,82.000000,82.230003,82.230003,13839
2019-03-19,82.440002,82.760002,82.320000,82.510002,82.510002,11070
2019-03-20,82.239998,82.349998,81.570000,81.570000,81.570000,5756
2019-03-21,81.400002,82.059998,81.160004,81.910004,81.910004,4680
2019-03-22,82.080002,82.160004,81.180000,81.269997,81.269997,6907
2019-03-25,80.919998,81.099998,80.699997,80.959999,80.959999,15992
2019-03-26,81.360001,81.970001,81.320000,81.730003,81.730003,18549
2019-03-27,82.120003,82.120003,81.349998,81.639999,81.639999,14611
2019-03-28,81.800003,82.410004,81.800003,81.970001,81.970001,19174
2019-03-29,82.540001,83.000000,82.330002,82.680000,82.680000,8642
2019-04-01,83.220001,83.610001,83.199997,83.599998,83.599998,14597
2019-04-02,83.699997,83.879997,83.529999,83.730003,83.730003,19945
2019-04-03,84.010002,84.279999,83.820000,84.279999,84.279999,9098
2019-04-04,83.870003,84.199997,83.830002,83.900002,83.900002,7761
2019-04-05,84.120003,84.519997,84.010002,84.330002,84.330002,15918
2019-04-08,84.379997,84.379997,83.949997,84.260002,84.260002,21915
2019-04-09,84.239998,84.379997,83.639999,83.820000,83.820000,21549
2019-04-10,83.980003,84.250000,83.919998,84.120003,84.120003,14995
2019-04-11,84.129997,84.500000,83.889999,84.129997,84.129997,13542
2019-04-12,84.029999,84.440002,83.970001,84.360001,84.360001,17509
2019-04-15,84.540001,84.660004,84.349998,84.459999,84.459999,29840
2019-04-16,84.680000,84.930000,84.680000,84.769997,84.769997,5196
2019-04-17,84.680000,84.980003,84.599998,84.620003,84.620003,23360
2019-04-18,84.419998,85.099998,84.300003,84.959999,84.959999,11229
2019-04-23,85.099998,85.610001,84.910004,85.610001,85.610001,15069
2019-04-24,85.629997,85.879997,85.510002,85.720001,85.720001,11998
2019-04-25,86.019997,86.220001,85.750000,86.160004,86.160004,10201
2019-04-26,85.830002,86.040001,85.779999,85.910004,85.910004,14896
2019-04-29,86.160004,86.260002,86.040001,86.080002,86.080002,8833
2019-04-30,85.879997,85.930000,85.500000,85.800003,85.800003,17244
2019-05-02,85.500000,85.580002,85.040001,85.260002,85.260002,14257
2019-05-03,85.550003,85.970001,85.550003,85.860001,85.860001,7625
2019-05-06,84.629997,85.360001,84.470001,85.239998,85.239998,16224
2019-05-07,85.290001,85.320000,84.250000,84.339996,84.339996,31473
2019-05-08,84.230003,84.400002,83.800003,84.190002,84.190002,23974
2019-05-09,83.709999,83.779999,82.680000,82.769997,82.769997,28547
2019-05-10,83.620003,83.680000,82.669998,82.709999,82.709999,17887
2019-05-13,83.320000,83.320000,82.160004,82.180000,82.180000,36069
2019-05-14,82.470001,83.330002,82.449997,83.330002,83.330002,15165
2019-05-15,83.489998,83.699997,82.750000,83.699997,83.699997,31760
2019-05-16,83.489998,84.830002,83.330002,84.830002,84.830002,16614
2019-05-17,84.339996,84.800003,84.019997,84.599998,84.599998,9825
2019-05-20,84.510002,84.559998,83.500000,83.680000,83.680000,16728
2019-05-21,84.209999,84.449997,83.940002,84.320000,84.320000,10206
2019-05-22,84.290001,84.309998,83.830002,84.169998,84.169998,15677
2019-05-23,83.860001,83.860001,83.089996,83.089996,83.089996,7837
2019-05-24,83.370003,83.750000,83.120003,83.309998,83.309998,12247
2019-05-27,83.629997,83.760002,83.459999,83.580002,83.580002,18551
2019-05-28,83.750000,83.750000,83.230003,83.379997,83.379997,10549
2019-05-29,82.639999,82.639999,82.279999,82.290001,82.290001,11740
2019-05-30,82.669998,82.889999,82.510002,82.680000,82.680000,4677
2019-05-31,82.040001,82.129997,81.599998,82.059998,82.059998,23723
2019-06-03,81.470001,82.099998,81.290001,82.000000,82.000000,27898
2019-06-04,81.339996,82.489998,81.339996,82.419998,82.419998,13282
2019-06-05,82.769997,83.230003,82.680000,83.040001,83.040001,29170
2019-06-06,83.470001,83.739998,83.099998,83.300003,83.300003,23700
2019-06-07,83.809998,84.120003,83.510002,83.980003,83.980003,15083
2019-06-11,84.570000,84.959999,84.410004,84.410004,84.410004,14856
2019-06-12,84.040001,84.449997,83.970001,84.379997,84.379997,32078
2019-06-13,84.309998,84.860001,84.309998,84.690002,84.690002,10975
2019-06-14,84.690002,85.000000,84.540001,84.989998,84.989998,8761
2019-06-17,85.230003,85.279999,84.730003,84.860001,84.860001,8966
2019-06-18,84.830002,86.339996,84.650002,86.120003,86.120003,32626
2019-06-19,86.099998,86.120003,85.930000,85.930000,85.930000,26132
2019-06-20,86.550003,86.690002,86.320000,86.389999,86.389999,9586
2019-06-21,86.510002,86.580002,86.089996,86.330002,86.330002,6029
2019-06-24,86.000000,86.099998,85.720001,85.720001,85.720001,19639
2019-06-25,85.519997,85.750000,85.470001,85.540001,85.540001,10739
2019-06-26,85.330002,85.690002,85.120003,85.120003,85.120003,6261
2019-06-27,85.449997,85.510002,84.919998,85.129997,85.129997,28431
2019-06-28,85.269997,85.540001,85.269997,85.540001,85.540001,19415
2019-07-01,87.209999,87.209999,86.680000,86.879997,86.879997,24735
2019-07-02,87.080002,87.150002,86.879997,86.949997,86.949997,10600
2019-07-03,87.290001,87.860001,87.290001,87.760002,87.760002,25742
2019-07-04,87.989998,88.180000,87.949997,88.120003,88.120003,10567
2019-07-05,88.099998,88.120003,87.489998,87.839996,87.839996,11777
2019-07-08,87.690002,87.830002,87.599998,87.639999,87.639999,19966
2019-07-09,87.290001,87.449997,87.180000,87.320000,87.320000,17658
2019-07-10,87.220001,87.699997,87.070000,87.309998,87.309998,11096
2019-07-11,87.559998,87.660004,87.430000,87.470001,87.470001,13784
2019-07-12,87.699997,87.910004,87.589996,87.720001,87.720001,11154
2019-07-15,87.889999,88.019997,87.699997,87.860001,87.860001,36708
2019-07-16,87.959999,88.290001,87.919998,88.160004,88.160004,8491
2019-07-17,88.110001,88.169998,87.589996,87.730003,87.730003,21667
2019-07-18,86.980003,87.489998,86.940002,87.120003,87.120003,26715
2019-07-19,87.690002,87.849998,87.529999,87.660004,87.660004,26845
2019-07-22,87.320000,87.559998,87.209999,87.360001,87.360001,13317
2019-07-23,87.919998,88.599998,87.760002,88.059998,88.059998,12003
2019-07-24,88.419998,88.610001,88.279999,88.540001,88.540001,28743
2019-07-25,88.919998,89.190002,87.910004,88.320000,88.320000,17125
2019-07-26,88.279999,88.699997,88.199997,88.660004,88.660004,10579
2019-07-29,88.620003,88.930000,88.610001,88.709999,88.709999,19904
2019-07-30,88.699997,88.699997,87.989998,88.290001,88.290001,25655
2019-07-31,87.300003,87.489998,87.230003,87.360001,87.360001,19952
2019-08-01,87.150002,88.040001,87.150002,88.040001,88.040001,15288
2019-08-02,86.040001,86.370003,85.309998,85.559998,85.559998,15535
2019-08-05,84.739998,84.790001,83.260002,83.419998,83.419998,29851
2019-08-06,82.760002,83.580002,82.500000,82.720001,82.720001,37430
2019-08-07,83.339996,83.980003,82.120003,82.980003,82.980003,17761
2019-08-08,83.949997,84.650002,83.690002,84.650002,84.650002,10192
2019-08-09,84.940002,85.059998,84.169998,84.279999,84.279999,13246
2019-08-12,85.099998,85.260002,83.900002,84.019997,84.019997,13117
2019-08-13,83.730003,85.180000,83.400002,84.930000,84.930000,16806
2019-08-14,84.879997,84.879997,83.400002,83.550003,83.550003,14709
2019-08-15,83.680000,83.680000,82.500000,83.459999,83.459999,26080
2019-08-16,83.940002,84.739998,83.940002,84.739998,84.739998,7339
2019-08-19,85.419998,85.620003,85.059998,85.589996,85.589996,14719
2019-08-20,85.760002,85.900002,85.309998,85.379997,85.379997,9886
2019-08-21,85.379997,85.879997,85.250000,85.830002,85.830002,8979
2019-08-22,85.779999,86.080002,85.360001,85.529999,85.529999,13561
2019-08-23,85.919998,86.089996,84.220001,84.220001,84.220001,17311
2019-08-26,84.150002,84.800003,83.940002,84.419998,84.419998,10423
2019-08-27,84.580002,85.209999,84.449997,85.010002,85.010002,17181
2019-08-28,84.800003,85.059998,84.309998,85.010002,85.010002,16894
2019-08-29,84.910004,86.239998,84.910004,86.239998,86.239998,11238
2019-08-30,86.430000,87.120003,86.349998,86.800003,86.800003,12058
2019-09-02,86.830002,87.040001,86.639999,86.900002,86.900002,16130
2019-09-03,86.769997,87.029999,86.300003,86.620003,86.620003,17927
2019-09-04,87.279999,87.440002,86.830002,87.040001,87.040001,15122
2019-09-05,87.830002,88.000000,87.459999,87.900002,87.900002,7911
2019-09-06,88.019997,88.220001,87.839996,88.180000,88.180000,20585
2019-09-09,88.500000,88.500000,87.860001,87.930000,87.930000,21959
2019-09-10,87.839996,87.849998,87.360001,87.419998,87.419998,26418
2019-09-11,87.930000,88.470001,87.849998,88.389999,88.389999,12254
2019-09-12,88.720001,89.199997,88.400002,88.559998,88.559998,8505
2019-09-13,88.470001,88.800003,88.400002,88.769997,88.769997,9634
2019-09-16,88.370003,88.940002,88.160004,88.790001,88.790001,11965
2019-09-17,88.720001,88.849998,88.510002,88.570000,88.570000,14987
2019-09-18,88.540001,88.760002,88.419998,88.470001,88.470001,9221
2019-09-19,88.529999,89.160004,88.510002,89.160004,89.160004,12212
2019-09-20,88.989998,89.430000,88.849998,89.309998,89.309998,10304
2019-09-23,89.110001,89.180000,88.680000,88.989998,88.989998,23125
2019-09-24,89.250000,89.400002,89.040001,89.040001,89.040001,13435
2019-09-25,88.650002,88.910004,88.059998,88.910004,88.910004,31703
2019-09-26,88.809998,89.550003,88.809998,89.169998,89.169998,21607
2019-09-27,89.589996,89.779999,89.169998,89.360001,89.360001,17425
2019-09-30,89.120003,89.660004,89.120003,89.599998,89.599998,19328
2019-10-01,90.080002,90.169998,88.820000,88.839996,88.839996,24945
2019-10-02,88.360001,88.360001,86.419998,86.419998,86.419998,29825
2019-10-04,86.820000,87.629997,86.629997,87.629997,87.629997,35736
2019-10-07,87.489998,87.949997,87.480003,87.949997,87.949997,20645
2019-10-08,87.940002,87.980003,86.800003,86.940002,86.940002,20179
2019-10-09,86.779999,87.430000,86.779999,87.180000,87.180000,15646
2019-10-10,87.150002,87.940002,86.860001,87.809998,87.809998,39291
2019-10-11,88.099998,89.080002,88.099998,89.080002,89.080002,15092
2019-10-14,88.669998,88.669998,88.099998,88.570000,88.570000,23203
2019-10-15,88.949997,89.339996,88.750000,89.150002,89.150002,22579
2019-10-16,89.010002,89.080002,88.599998,88.779999,88.779999,19952
2019-10-17,88.650002,88.870003,88.470001,88.470001,88.470001,10039
2019-10-18,88.309998,88.489998,88.180000,88.180000,88.180000,17299
2019-10-21,88.269997,88.760002,88.260002,88.610001,88.610001,18526
2019-10-22,88.870003,89.300003,88.660004,89.080002,89.080002,36864
2019-10-23,88.769997,89.019997,88.669998,89.019997,89.019997,30022
2019-10-24,89.190002,89.690002,89.110001,89.690002,89.690002,30730
2019-10-25,89.529999,90.000000,89.300003,89.989998,89.989998,12504
2019-10-28,89.989998,90.389999,89.879997,90.180000,90.180000,14311
2019-10-29,90.300003,90.349998,89.919998,90.339996,90.339996,15662
2019-10-30,90.150002,90.440002,90.029999,90.099998,90.099998,19247
2019-10-31,90.260002,90.330002,89.629997,89.629997,89.629997,12973
2019-11-01,90.180000,90.980003,90.139999,90.449997,90.449997,17540
2019-11-04,90.879997,91.379997,90.820000,91.160004,91.160004,21416
2019-11-05,91.199997,91.650002,91.199997,91.379997,91.379997,15492
2019-11-06,91.269997,91.540001,91.199997,91.540001,91.540001,19171
2019-11-07,92.000000,92.220001,91.849998,92.220001,92.220001,21669
2019-11-08,91.839996,92.139999,91.779999,92.099998,92.099998,18766
2019-11-11,91.989998,92.139999,91.800003,91.959999,91.959999,18993
2019-11-12,92.269997,92.650002,91.980003,92.410004,92.410004,11219
2019-11-13,92.209999,92.459999,91.870003,92.459999,92.459999,17985
2019-11-14,92.589996,92.690002,92.279999,92.459999,92.459999,15894
2019-11-15,92.860001,92.860001,92.419998,92.660004,92.660004,23499
2019-11-18,92.839996,92.839996,92.419998,92.629997,92.629997,23152
2019-11-19,92.769997,93.180000,92.510002,92.559998,92.559998,24513
2019-11-20,92.320000,92.559998,92.139999,92.540001,92.540001,14211
2019-11-21,92.029999,92.269997,91.800003,91.970001,91.970001,15121
2019-11-22,92.279999,92.470001,92.139999,92.320000,92.320000,10493
2019-11-25,92.879997,93.339996,92.800003,93.260002,93.260002,24451
2019-11-26,93.349998,93.639999,93.160004,93.559998,93.559998,14893
2019-11-27,94.010002,94.080002,93.690002,93.849998,93.849998,14071
2019-11-28,93.529999,93.839996,93.529999,93.769997,93.769997,16843
2019-11-29,93.529999,93.910004,93.430000,93.430000,93.430000,15474
2019-12-02,93.769997,93.980003,92.059998,92.099998,92.099998,52168
2019-12-03,92.389999,92.470001,91.269997,91.449997,91.449997,29048
2019-12-04,91.660004,92.449997,91.589996,92.349998,92.349998,15115
2019-12-05,92.680000,92.800003,92.059998,92.169998,92.169998,15537
2019-12-06,92.379997,93.599998,92.379997,93.599998,93.599998,14214
2019-12-09,93.449997,93.449997,93.040001,93.349998,93.349998,42345
2019-12-10,93.070000,93.120003,92.470001,92.889999,92.889999,20827
2019-12-11,93.120003,93.239998,92.730003,93.050003,93.050003,21410
2019-12-12,93.029999,93.809998,92.730003,93.379997,93.379997,16608
2019-12-13,93.800003,94.139999,93.419998,93.650002,93.650002,26591
2019-12-16,94.110001,94.629997,94.050003,94.480003,94.480003,27590
2019-12-17,94.410004,94.440002,94.000000,94.230003,94.230003,29533
2019-12-18,94.239998,94.660004,94.180000,94.360001,94.360001,15819
2019-12-19,94.349998,94.529999,94.099998,94.529999,94.529999,22916
2019-12-20,94.699997,95.570000,94.500000,95.570000,95.570000,11659
2019-12-23,95.589996,95.709999,95.309998,95.419998,95.419998,24205
2019-12-27,95.730003,95.730003,95.010002,95.239998,95.239998,29048
2019-12-30,95.150002,95.150002,94.750000,94.910004,94.910004,21577
2020-01-02,94.949997,95.400002,94.919998,94.949997,94.949997,32262
2020-01-03,94.660004,95.050003,94.300003,94.919998,94.919998,23988
2020-01-06,94.550003,94.550003,93.830002,94.419998,94.419998,30625
2020-01-07,95.070000,95.190002,94.800003,95.029999,95.029999,17192
2020-01-08,94.870003,95.690002,94.599998,95.669998,95.669998,20703
2020-01-09,96.190002,96.199997,95.800003,96.150002,96.150002,22211
2020-01-10,96.419998,96.529999,96.040001,96.050003,96.050003,20037
2020-01-13,96.089996,96.220001,95.599998,96.010002,96.010002,26371
2020-01-14,96.089996,96.459999,95.809998,96.459999,96.459999,27498
2020-01-15,96.449997,96.529999,96.000000,96.440002,96.440002,22319
2020-01-16,96.660004,96.830002,96.500000,96.769997,96.769997,38195
